contaminant_level,ph_level,turbidity,dissolved_oxygen,nitrate_level,lead_concentration,bacteria_count,access_to_clean_water,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp,healthcare_access,urbanization_rate,sanitation_coverage,rainfall_per_year,temperature,population_density,abdominal_pain,nausea_vomiting,weakness_loss_of_appetite,fever,"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people",water_source_Pond,water_source_River,water_source_Spring,water_source_Tap,water_source_Well
0.11,8.25,0.61,8.85,4.67,0.09,352,96.05,14.682587622843421,0.0,19.373145819487377,5.49,95756,47.55,80.85,74.77,2993,32.31,864,7,4,2,2,82.29301631704081,7.1166992904048065,136.59967442128234,0,0,0,0,1
4.39,6.71,0.92,5.52,16.97,8.16,3231,90.24,14.57755381233527,66.27552788081948,7.293952498684137,91.2,78548,63.56,43.13,85.5,2783,26.97,57,0,7,6,10,61.194211614105946,36.3304392713399,262.1269270947471,0,0,0,0,1
8.43,8.25,4.77,5.8,31.21,8.21,1427,59.3,34.206569454182485,32.12168774407895,4.452661042528238,61.25,43937,11.83,70.19,53.14,1986,5.71,822,2,9,6,8,86.66794906866718,29.14738303475332,336.8057500214343,0,1,0,0,0
4.9,6.33,3.69,9.22,12.4,17.89,2192,45.23,14.09588140557869,42.900138012752095,22.68307080825879,37.47,34719,99.48,55.9,45.69,2575,23.8,496,9,7,9,1,118.95998576341046,19.099995265855053,261.28921338294106,1,0,0,0,0
3.11,7.65,3.67,6.67,15.01,1.31,1777,51.83,19.927254352168493,47.629173495383654,20.46263123920638,79.2,87733,47.47,70.33,86.04,297,29.94,810,8,1,5,5,73.23702632285601,16.692683923347406,192.82723640519401,0,0,1,0,0
8.72,7.37,0.36,9.07,35.44,10.62,3536,71.14,49.10955177930459,60.21919311581421,16.843236328138588,63.36,71273,68.08,35.67,74.96,413,5.48,969,4,6,6,0,81.77011563918943,9.851172902673435,124.02384578378445,0,0,0,0,0
1.56,7.24,4.48,7.39,5.14,2.72,1116,89.93,30.166197554093053,33.991149398124165,25.280760475712594,62.77,56690,90.82,70.16,47.48,1006,2.23,599,5,7,1,6,87.0769437209221,15.01401129285654,254.9424318380753,0,0,1,0,0
2.06,6.78,2.22,7.15,22.35,13.25,2320,79.12,9.563179703112063,42.250144686491154,0.0,49.73,55695,3.18,73.2,62.37,510,10.19,530,3,10,8,2,94.88789525108119,18.574411505862884,256.8272247077876,0,1,0,0,0
6.87,7.26,3.3,3.22,47.09,15.85,533,68.01,62.81876428437857,14.03552519400232,0.0,2.78,27096,60.14,18.34,96.87,1960,3.63,343,9,5,9,6,120.58448698388116,21.980117839552168,374.0654404754775,0,1,0,0,0
3.52,6.4,4.8,4.95,19.85,12.84,1217,72.13,39.55849264841849,27.04264368081364,0.0,27.33,24022,54.04,17.32,79.99,1595,5.94,749,1,4,9,3,49.88890736141397,21.18748054895313,139.26656244680387,0,1,0,0,0
7.13,6.92,0.5,6.51,21.71,15.89,2988,66.98,21.848211198952754,59.67248007708103,46.30446327583318,12.69,43585,5.74,88.84,37.73,1701,8.13,256,10,10,0,8,139.92285182500018,23.204697710991525,507.75558903617093,1,0,0,0,0
1.58,6.25,2.41,7.11,36.91,12.15,2228,98.01,40.29217665450388,36.27911446601437,36.79926067151278,66.92,26251,69.3,19.44,43.6,2430,21.23,114,7,8,0,4,102.87804081318701,10.031375133146604,245.86953789145755,0,1,0,0,0
2.52,7.43,0.25,7.41,38.95,3.8,1979,87.13,38.65704217067029,39.090364289667995,28.473352629022394,26.36,93016,22.08,64.79,41.22,2445,6.23,523,10,2,2,2,92.99497210024809,13.11897577890545,142.53770110176185,0,0,0,0,1
1.57,6.24,2.5,8.01,38.48,7.65,2076,84.69,43.05402531743948,39.049295183096206,2.164492617095317,46.12,9974,70.19,69.83,87.87,2182,24.19,518,5,9,2,7,98.38681074849863,24.272755614561213,337.43858822074503,0,0,1,0,0
9.53,6.4,1.26,7.59,49.89,19.14,531,66.21,29.933899331556358,0.4284862426133067,21.62410135245033,36.64,1034,36.26,15.08,71.31,1556,11.63,897,4,3,0,5,48.7793118384599,11.463552331058557,137.85074491015772,0,0,0,1,0
4.05,6.21,4.56,8.94,3.57,5.76,3076,53.23,0.6986520352181165,64.28123574884307,0.0,16.03,12540,77.01,69.72,95.2,2657,12.42,468,8,8,6,1,108.93287245572462,12.777836356577433,242.93489763622424,0,0,0,0,0
3.37,6.95,1.99,5.07,49.11,1.26,1944,31.37,36.120436669999165,21.20192410915126,39.08620963065507,95.92,41029,94.18,43.56,27.27,2968,38.7,381,0,5,3,2,37.63468061992049,7.805804237440753,76.02860026133436,0,1,0,0,0
0.14,8.1,3.17,7.49,47.51,7.7,4235,33.04,46.98498294039019,88.09986330141366,41.55117758285084,93.48,5166,86.05,31.97,24.16,556,32.21,791,4,7,9,7,97.1759894959527,30.77263264962179,347.7512548410099,0,0,1,0,0
1.53,8.27,4.3,3.36,42.61,7.33,3099,32.12,32.03976286582722,61.011424847980905,18.04013391057326,10.29,37941,48.26,63.23,74.1,1055,16.97,685,5,6,1,9,84.58592150580841,22.636241293697598,315.1368978888466,0,1,0,0,0
4.21,6.18,4.92,6.36,22.71,9.41,4357,98.63,7.520769743760955,70.91348160596318,8.905408955333385,83.08,68198,22.53,76.65,41.33,1398,17.9,44,4,10,9,6,115.75719813888628,30.091225771747116,400.0044379712004,1,0,0,0,0
0.69,7.59,2.52,4.88,43.55,11.21,3829,38.01,53.91532189061435,84.30177162736729,0.0,49.86,37266,99.24,55.82,74.33,2901,4.59,585,5,1,4,9,58.86941722599518,26.638646240585285,207.18608605498176,0,1,0,0,0
5.11,7.71,2.28,5.67,11.04,19.85,4114,39.95,23.926256642897773,93.9106431746136,24.652889125315873,77.83,24385,65.95,79.65,77.88,842,33.78,627,5,2,5,5,63.514343354717504,21.49416419248044,166.08299952105216,0,1,0,0,0
4.55,7.33,0.38,5.48,39.58,15.12,2584,63.89,43.422484228666235,48.99587527975741,29.682034953779965,16.81,36960,39.6,11.79,44.36,1164,0.16,253,6,0,8,0,58.20436132214084,12.945347783107046,57.14163847486727,0,1,0,0,0
7.67,7.67,0.06,3.42,9.26,0.72,1548,63.7,15.62780188834598,29.267770676160506,0.0,14.96,26915,48.15,69.09,96.21,838,5.78,418,3,8,3,8,85.1223645066587,25.5529319465091,293.37194554423206,0,1,0,0,0
6.6,6.58,3.04,6.27,40.77,14.25,1488,94.4,48.305454899226255,32.35689554726694,0.0,89.29,41790,12.81,23.55,81.98,1621,21.36,874,10,6,1,2,107.19727292870003,7.868889475615408,201.1851972856842,0,0,0,0,0
4.46,7.22,0.33,9.96,30.73,16.48,3659,35.15,43.54511888378359,74.91946446613066,34.45311584559494,89.99,55315,50.53,32.89,49.39,2511,7.54,530,7,0,4,4,56.77460550725424,13.99016384986675,119.521929335998,0,0,1,0,0
2.25,6.98,1.9,5.09,4.9,17.91,227,97.01,21.62032174882385,1.2771727810978546,33.33676652945868,47.66,60616,17.32,55.78,52.97,1714,25.31,214,6,2,2,6,61.51378597167615,16.8232669068147,188.0188170315766,1,0,0,0,0
7.27,6.22,0.02,8.15,44.77,8.48,4471,45.15,38.52160726361663,96.90011850105523,24.07986600866886,87.28,46538,36.57,31.96,77.27,2976,0.15,564,8,3,1,6,82.64087115275997,14.366523674467738,238.9133700641533,0,1,0,0,0
7.08,7.56,3.08,6.83,28.9,6.27,4831,97.91,20.855399570456996,90.07644731440442,39.20339357732715,67.41,50225,49.18,23.45,44.32,726,3.94,787,6,3,0,2,58.09872600258426,6.821694341598898,107.15704146647273,0,1,0,0,0
1.53,7.24,2.13,5.28,32.81,16.79,4352,67.89,37.493671554110136,81.87116814884138,34.89813559477024,20.13,39414,94.78,80.84,43.63,2988,30.59,706,2,4,9,3,57.10026752118743,19.387648569524423,152.68750231893256,0,1,0,0,0
9.15,6.69,0.64,3.63,14.18,15.55,4928,75.64,10.871966132333158,87.37879610301263,26.97700599555792,34.24,40818,62.47,82.54,69.99,564,23.06,554,2,2,1,9,35.1961171508945,19.03559542940035,151.32295215793255,0,1,0,0,0
0.64,7.18,1.48,4.51,43.58,10.72,4796,52.1,38.49486565947162,97.25137420515543,59.321674916316226,15.33,99327,37.19,12.91,30.78,208,0.78,502,7,2,5,6,79.34546363289637,18.406173807312427,217.37090896322084,0,0,0,0,1
0.55,7.94,2.85,8.47,27.26,2.36,698,72.83,16.185329447516022,19.616680537481113,0.0,77.85,96296,11.31,50.01,99.47,312,8.23,914,4,0,7,7,50.980286381591135,23.162755772049067,137.89858259166496,0,0,0,0,1
1.87,8.0,3.28,4.95,21.06,13.04,437,79.76,31.08790779251783,6.684465587401563,25.280710554960237,98.55,42631,74.72,26.29,42.98,2722,9.56,575,3,6,2,1,62.21145827677675,7.425431549419994,99.0384913370894,0,0,0,1,0
9.09,7.62,2.31,4.01,26.71,1.31,1684,30.73,35.890162575997884,25.357288654795756,28.647912270273483,55.55,44013,46.69,79.07,50.62,678,33.96,753,7,10,10,8,138.35319464491266,38.05818227337465,563.8617386308764,0,1,0,0,0
5.2,7.17,4.02,5.32,35.17,2.01,2153,32.4,29.53866881992627,38.98819791695292,13.97253980202024,66.27,45639,6.82,47.0,37.94,1401,23.3,278,5,9,8,6,112.41237133190091,28.582864363913984,390.1514980894685,0,0,0,1,0
7.88,7.44,0.56,7.09,34.75,6.62,4710,99.05,26.9172684834343,93.33933196842867,19.946098993200973,75.12,42881,65.69,48.28,71.48,1047,21.66,161,1,0,8,7,28.909141328601084,23.43138453642983,84.66804195114236,0,0,0,0,0
2.28,6.96,0.42,7.92,17.88,7.42,2914,62.03,15.779184181609377,66.72342727040696,33.23527535083743,23.98,10923,35.01,60.2,24.84,2729,3.47,71,3,1,1,5,32.37250208083682,9.196079065519548,93.09323318531496,0,0,0,1,0
4.9,6.32,0.22,5.71,19.26,9.24,3217,95.51,27.37327477610035,70.48243550075219,12.703072097764547,34.93,2716,40.39,14.45,94.22,1869,26.28,177,10,3,7,5,111.61005924686711,21.168004942164814,285.82415124626755,0,0,1,0,0
3.58,6.96,2.68,6.49,28.11,6.78,959,81.09,28.499190452451593,34.72510449195238,34.391503418230826,42.41,32804,83.89,20.18,44.32,2675,6.24,393,3,3,9,8,57.53261658559303,32.668802059955794,229.21620008992198,0,0,0,0,1
8.28,7.33,3.53,6.18,46.22,0.68,1839,56.11,42.109815589000284,37.685242001064715,0.0,60.27,72372,13.73,49.87,94.19,2432,20.87,836,5,4,10,3,79.77608989318824,25.80595388958928,201.9713288551641,0,0,0,0,1
0.23,7.5,0.65,3.06,37.27,3.15,277,40.56,63.56642422340157,0.0,17.559909119263516,85.35,16073,34.04,87.34,40.28,2040,23.71,321,5,10,4,10,112.38865243577028,27.818470006127615,476.6401594145207,0,1,0,0,0
2.44,8.34,3.19,5.77,19.52,2.3,4220,98.47,11.460176095284162,82.81017513375009,24.145736872415686,26.91,87899,36.37,77.49,61.1,915,33.68,585,0,1,3,10,23.67985428195804,25.744704928940116,92.30150698870312,0,1,0,0,0
1.53,7.94,2.38,7.11,16.85,8.62,3756,70.91,36.8616051658586,85.35446652523005,16.946650084701194,48.15,24594,0.33,81.15,75.61,780,32.26,69,7,3,9,4,92.40651957830957,22.19625507704815,220.7982524603302,0,0,0,0,0
8.59,6.38,4.94,6.99,26.18,4.24,1343,43.46,37.170005032688536,18.139057614977773,8.462987005729639,75.65,75407,84.53,20.97,69.01,575,7.6,986,5,0,4,8,56.57019481256444,21.351558430152966,162.00236470622153,1,0,0,0,0
4.68,6.44,3.59,8.25,43.5,5.87,4770,77.72,38.854499693394196,100.50686749498223,18.090680547513493,10.56,36863,83.53,86.69,61.0,2926,36.65,288,2,1,3,0,25.72486795138961,2.871516242180946,23.507041660659173,0,0,0,0,0
4.04,6.25,3.29,7.69,0.43,9.43,714,36.44,9.71581041854791,8.238868521908413,25.546260137313393,52.26,21251,66.18,68.4,83.08,645,0.11,676,8,0,7,3,72.9257931259305,16.059873505094178,129.79339668126312,0,0,1,0,0
4.49,7.85,2.85,4.94,35.52,4.71,1505,90.76,46.16215444492027,26.227961495509554,22.808081551885326,16.15,55508,89.89,36.05,57.64,1235,13.21,629,1,9,3,6,74.08783018184553,18.781641080226077,225.08749664689313,0,1,0,0,0
9.72,7.77,4.99,4.79,14.73,4.92,3921,36.31,15.945479864287426,70.38061187355505,36.5897797561556,54.84,10551,27.29,79.16,46.65,1420,2.65,326,10,9,9,10,150.40663718501324,37.46829815303129,685.9222387538948,0,1,0,0,0
8.5,8.47,4.9,6.25,10.42,16.66,2714,46.53,24.505664288740824,57.59355074777837,20.705385428964874,77.25,54653,22.06,69.78,77.49,2813,28.84,309,7,3,5,8,81.44728818383237,27.296515685169084,294.30832514949606,0,0,0,0,0
7.06,7.31,2.69,8.13,0.61,10.96,1347,36.4,8.372863497495587,12.862095996054048,0.0,25.22,1237,6.85,68.92,94.98,1071,20.01,578,9,3,1,10,92.71124860120794,24.262475039978735,374.9356552389591,0,0,0,0,0
2.9,8.07,2.28,3.66,44.83,17.14,2442,37.27,44.98457381260512,55.641207952047615,34.70613741681005,85.25,77020,59.2,68.77,68.11,684,7.0,52,2,6,4,9,69.2361168760054,30.827503221377956,255.5689965550625,0,0,0,0,0
1.65,7.44,2.31,9.64,45.61,10.29,4868,66.67,51.8964052272186,95.18972061894331,39.97015408029726,34.81,19702,49.64,74.07,42.38,2583,3.41,327,4,9,5,5,96.27122966147056,23.052714459403994,290.07566282505206,0,0,0,0,1
9.21,8.19,2.14,6.8,3.07,18.19,3960,78.09,23.708189342192203,78.71310440704583,0.0,20.7,13586,81.04,85.88,81.02,1552,9.04,931,5,10,4,7,111.24030616615428,25.349036138993615,384.74503232966885,0,0,0,1,0
4.23,7.8,2.66,5.14,26.09,5.09,1752,85.19,35.89782518704692,32.50600938187055,19.66168153993514,47.6,84583,48.13,20.95,80.95,2984,36.83,993,9,10,1,8,127.39354806138539,23.60579121502477,488.3821690148692,0,0,0,1,0
2.79,7.61,1.37,7.85,7.63,12.33,2505,78.65,7.942125081209336,56.36205060261243,33.337698214677545,87.86,79284,20.32,89.96,41.35,876,27.11,980,5,8,6,9,104.05521387025837,29.448403661169387,421.6813670322924,0,1,0,0,0
4.71,7.41,4.63,3.31,37.93,10.06,1737,55.44,59.181425809159535,54.76127525934555,39.38148490555265,8.76,85496,80.96,79.79,50.77,1736,9.69,870,3,8,3,3,76.78966022785703,10.327943302478511,183.84256080930876,0,0,0,0,1
9.18,7.81,2.45,6.39,33.27,18.37,4169,69.01,41.3550617564561,90.79506553032247,30.447307139621227,34.1,89336,45.55,45.33,31.28,1910,35.75,121,2,4,7,0,48.17462873352645,14.092342302928143,89.96624113814295,0,0,0,0,0
3.87,7.05,4.21,6.4,14.86,8.37,1108,94.94,21.916938923768026,18.39046024789502,22.604137430297097,66.01,29237,95.58,22.6,26.37,1360,5.46,969,3,9,6,7,95.97163751075455,23.909341830525864,345.1721902742463,0,1,0,0,0
5.63,6.24,2.38,4.13,5.85,17.1,2679,57.13,0.0,48.70264575067547,0.0,37.04,41986,53.45,46.3,84.59,2521,27.54,974,0,0,6,1,18.536936707822946,13.243202110595163,24.359460070893597,0,0,0,0,1
8.03,6.1,3.59,8.86,41.56,11.28,1037,47.67,28.231980411673227,14.000084676509653,26.68111869528458,8.94,33716,11.67,72.29,49.81,1581,16.99,929,3,0,8,10,49.96987677704266,33.50162748668363,159.30220635031196,0,0,1,0,0
4.27,7.2,1.68,8.58,33.71,14.17,911,66.35,48.63610706023712,28.035601132876067,32.598029476641166,34.54,44680,85.1,58.2,42.5,1907,10.73,978,0,5,0,0,33.16124701643532,0.8009577085791202,23.514607916613723,1,0,0,0,0
2.34,7.5,3.12,4.07,0.34,17.74,4889,50.81,12.260427041528166,111.40152099950636,30.200925099972274,82.45,14936,87.84,32.36,40.49,430,10.49,896,0,1,9,6,32.13743110385041,25.127820673755476,88.43685745535726,0,0,0,0,1
9.95,6.2,2.49,5.55,31.39,19.94,2096,48.33,41.109328961578434,50.87635119201926,52.79913284697182,96.87,49594,44.54,42.54,25.98,2478,20.03,516,9,7,5,9,125.93935434893866,28.976922787751732,495.49376551340004,0,1,0,0,0
9.57,6.72,1.84,3.7,40.51,14.62,3013,84.52,47.82713434070792,60.66208380992847,2.744659366663397,5.9,24318,2.6,86.34,98.79,2957,37.26,851,5,8,5,8,95.60170419327345,25.655657365159325,376.3032440147753,0,0,0,1,0
8.43,6.81,4.41,8.94,29.54,6.29,358,92.36,41.82201372220025,8.164455331342058,20.407951977886476,57.79,72909,2.97,74.31,49.36,2762,29.69,916,4,3,5,10,65.61614714978403,30.081040378697942,263.65657824548805,0,0,0,0,0
6.88,7.41,0.56,5.26,21.24,5.98,1076,65.16,14.64039672972055,11.160132533922521,49.81651907083021,12.32,72733,35.11,19.93,33.14,2231,26.48,744,10,4,5,8,113.5260092999376,26.757339563164386,402.51705595310744,1,0,0,0,0
2.95,6.7,2.43,6.08,29.2,6.18,2103,84.58,35.76300224410732,20.917419675978877,0.0,68.68,4661,71.62,53.63,89.13,311,35.02,716,3,10,9,2,102.5942143436026,19.614077119706526,270.3510480554772,0,0,1,0,0
9.13,6.24,0.97,5.27,30.99,1.96,4974,43.1,26.415416824916605,108.88448940989564,11.109793880169459,2.77,10543,33.11,84.48,77.85,1132,22.81,482,10,7,6,5,132.81511856780912,20.853781985768972,388.2762844530884,1,0,0,0,0
2.76,6.41,4.31,5.17,32.0,1.07,3527,68.34,8.387349171926218,83.80521558288943,15.606981947011793,3.44,66155,0.77,12.74,73.01,2011,7.68,702,2,2,9,6,46.90280705110046,26.426386308053946,144.68162747586214,1,0,0,0,0
8.01,6.43,1.27,8.23,48.35,11.62,2302,74.53,57.443166775140504,44.96019959500495,39.53512172205607,78.13,15080,84.86,13.4,43.78,1572,39.09,180,0,4,5,9,44.8218148462231,29.78116066194078,167.2557639282109,0,0,0,0,1
9.18,8.11,3.17,8.23,8.93,16.21,4100,64.35,23.019091928950647,79.77771890676529,29.863635854261666,9.29,54136,96.87,67.34,53.24,1259,21.39,369,5,2,0,8,51.80487698802216,18.304569991296056,196.25288168224662,0,1,0,0,0
6.03,6.71,0.83,6.62,31.15,0.72,1604,38.18,23.320096864893518,5.90709639922547,3.413507177485787,31.91,13074,34.64,56.04,87.29,1431,12.61,420,1,9,2,1,65.36490123048281,4.838163396948025,97.28789990436772,0,1,0,0,0
8.03,7.79,2.02,7.6,9.4,11.33,1075,81.39,14.634505563850231,25.76918665885876,0.0,95.89,32291,7.31,13.68,71.19,203,31.13,266,7,2,1,7,69.81411097829417,15.916011644568346,217.66264357158423,1,0,0,0,0
7.92,7.42,4.5,6.58,10.5,7.44,4048,88.74,8.06925642203058,89.29002976153849,39.62047919785654,98.55,85267,29.14,89.68,47.65,1343,18.56,58,9,2,5,6,93.58771274214685,21.44534723400689,251.15500641352898,0,0,0,0,0
1.93,8.44,0.83,3.2,33.46,17.85,328,74.47,48.912775771340755,14.45580832287468,27.886806223964562,17.82,51442,79.9,56.41,28.74,2356,0.5,569,4,6,7,3,83.23486016520103,17.90008036509409,211.31113872374993,0,1,0,0,0
6.68,6.68,3.32,3.46,45.8,2.91,3232,41.84,42.547009374234285,67.1158652027335,0.0,56.97,50002,54.23,49.35,92.02,1752,12.8,473,6,6,2,1,83.36099176313492,6.245175289203012,130.68385025155206,1,0,0,0,0
0.93,6.4,1.02,5.69,7.95,11.27,3477,35.22,6.561188452978421,68.81356491679477,4.969462352150172,56.8,10894,38.4,45.82,96.44,1962,18.29,748,9,6,9,7,117.54388743633787,29.006090634023394,437.59736639571236,0,1,0,0,0
5.08,6.13,2.08,8.25,48.12,19.42,1002,51.11,59.953457037977884,20.877187111634168,7.377337507184758,46.33,93944,33.42,66.05,77.5,1920,14.9,728,1,9,7,10,86.33450119897616,34.384045749817766,363.20003784190726,0,0,0,0,0
1.62,6.6,2.7,9.39,15.97,6.9,4878,32.59,17.724917229454732,94.02074717815107,4.610515707662341,92.62,2750,11.54,46.67,75.31,938,22.07,235,7,7,7,4,108.19697056888364,20.04181315864716,310.46534406553764,0,0,1,0,0
4.16,7.71,2.89,3.21,19.57,14.84,576,88.75,15.84816521759858,11.18356789033868,21.410139651052013,75.9,21944,33.95,62.73,63.02,2296,7.33,702,1,4,4,5,48.1754176748573,19.31986073945477,129.38066731519535,1,0,0,0,0
8.33,6.21,3.01,5.58,7.68,17.65,326,79.21,16.281114859413922,14.1112768133984,6.803238768027073,76.92,47464,47.01,49.07,97.72,1332,22.9,532,3,4,7,10,72.4604806330211,30.77859706177602,279.0204627741021,0,0,0,1,0
9.87,6.61,3.2,4.57,30.79,3.72,1527,69.46,50.16680977620465,33.606715528565495,15.94601189512675,28.42,23467,67.31,58.86,75.53,2727,39.46,402,0,3,5,6,31.185931279283025,18.927682516036167,107.06383142436799,0,0,0,1,0
3.18,8.14,1.36,8.71,29.82,19.85,2821,92.27,50.81293363140241,74.22940335971381,41.01507506392834,44.56,20121,26.21,74.41,26.14,1916,30.15,838,4,6,4,9,82.74652271697175,26.202616199942145,316.0436938278031,1,0,0,0,0
5.32,7.46,2.01,8.92,22.11,16.19,1465,37.71,36.189209612920266,32.92182022802613,31.271016733954717,49.77,88942,89.74,75.37,27.34,721,27.38,642,8,9,8,0,127.8057318184812,19.457833108095166,251.28531217284265,0,0,0,0,1
5.11,6.17,0.19,4.44,23.8,2.75,3225,80.01,40.89105159596602,79.00399906426154,13.668447484405515,31.29,25123,48.48,77.92,97.09,2623,8.02,97,0,3,6,7,38.58755073885078,25.550559736981565,128.55509110434207,0,0,1,0,0
9.54,6.12,3.84,7.98,31.15,6.22,2281,40.26,41.52176660158189,42.310058840560444,9.26232138814851,11.29,92888,40.52,26.24,95.46,1346,23.27,110,8,1,7,3,80.1987432242368,18.177727668901476,146.93281360511588,0,0,0,0,1
4.79,6.15,4.19,8.12,29.17,12.5,4747,34.26,30.745123215741785,91.77471083586704,1.5709742452470117,14.38,61640,59.4,14.89,64.63,2835,32.79,108,10,3,0,8,97.89046375940475,18.07250254260155,328.11076900280614,0,0,0,1,0
6.99,8.35,1.0,4.24,18.71,17.7,2380,39.3,31.792198342576317,41.79923697293697,32.381872625973536,19.71,55499,16.76,76.89,37.13,834,9.63,543,7,7,10,0,115.50445744672199,16.60603811093404,224.9113715705471,0,0,0,0,0
9.22,8.12,1.01,6.04,44.21,3.9,494,96.57,34.68025520610219,12.649830516108572,15.819904502839277,21.96,46545,10.66,13.38,66.68,848,3.47,625,5,8,1,10,93.34585900032039,24.219868432798954,391.43183769100153,1,0,0,0,0
3.73,8.11,0.21,7.34,33.38,14.62,1138,60.83,31.16050731285456,16.001540812503194,6.354703876577938,25.74,96707,34.65,27.08,81.08,1372,26.47,495,6,2,7,1,66.28257113022863,11.88000813789323,107.19006848896313,0,1,0,0,0
9.02,8.31,4.85,3.18,10.27,5.41,2416,33.43,24.532959126298007,45.96223000056187,31.99257689251639,27.04,47396,3.99,52.1,20.66,1224,26.94,80,2,6,8,5,73.34814540651651,27.18312000377059,222.98618630295445,0,0,0,1,0
9.17,7.26,4.04,5.83,16.0,16.11,1356,70.85,26.82947476471841,33.92212608108592,11.797173079567703,46.66,15516,37.76,78.43,85.83,922,32.18,437,0,8,3,10,58.34991371610653,29.090673462565555,254.27224441959868,0,0,1,0,0
9.31,6.62,1.8,4.08,39.39,13.67,1153,43.98,46.34746532148629,18.85933187378494,16.884334094131702,51.94,81417,67.15,81.74,57.18,566,25.18,295,4,10,9,9,116.9620715816886,33.165388594609254,494.7370121019404,0,0,0,1,0
2.7,7.0,2.41,6.79,5.23,10.46,3249,30.48,20.187449676903473,62.0752133248071,29.04286157509278,32.27,16821,81.21,60.24,57.05,2393,33.92,325,1,3,10,10,56.43081690562614,39.405306156769385,207.57249068702944,0,0,1,0,0
4.0,7.8,1.46,8.9,37.51,13.0,2142,83.09,29.80752347024284,41.2155578096614,38.86962688859087,90.92,11876,57.98,87.34,54.74,2860,10.64,486,4,9,9,0,92.96349242916332,17.336097137777482,214.191256503091,0,0,1,0,0
8.7,8.19,2.99,6.67,17.94,17.53,3388,40.84,34.32629223778166,83.86288657647751,10.961194445831996,56.21,18776,69.13,68.4,75.35,2130,1.41,576,7,2,8,3,78.0909900211689,20.306756029040443,164.30774551587902,1,0,0,0,0
3.59,7.09,3.59,3.25,27.58,7.73,1124,95.97,16.026707007731773,31.973125030172177,21.095237122184244,79.17,83317,83.31,52.22,36.76,2479,29.31,136,10,4,3,7,111.72792357682395,22.604675880092834,347.3392755759345,0,0,1,0,0
6.0,7.34,2.24,3.21,14.03,15.39,801,71.5,24.737036082958358,35.36740691465551,23.452234317206635,92.58,35006,77.31,20.75,68.53,818,15.44,560,8,0,9,9,78.62847040785218,26.375862633086392,262.3485091815134,0,0,0,0,1
1.18,8.33,4.37,7.24,49.32,3.18,2042,36.09,52.66709562133885,58.049432532969035,42.73597836833127,17.99,79892,32.0,44.3,23.53,2716,8.39,434,1,2,9,4,41.63777484484829,23.40919541455989,106.25514887209083,0,0,0,0,0
0.56,6.27,2.59,5.3,45.29,14.02,207,45.25,61.161546732138646,6.7312767713236035,0.0,43.93,26044,57.34,75.79,84.91,411,2.07,914,2,7,9,8,78.98528410001865,32.4948478699146,319.8447622321235,0,0,0,1,0
4.12,8.16,0.72,7.01,46.42,15.01,2654,72.76,50.121973460770896,68.85325333160243,1.1663755112475673,44.45,77230,26.49,32.69,85.24,464,30.22,906,2,10,8,10,97.87316108781471,32.15621600543665,439.1480889899436,0,0,0,0,0
5.79,6.4,3.11,4.15,9.24,8.86,472,53.67,21.551994661452042,30.063750196260838,19.658637007735166,36.74,61004,57.63,56.26,44.95,1481,33.05,396,0,7,10,10,77.74895646128202,36.234945814948595,307.2034513169979,0,1,0,0,0
3.93,7.21,2.31,8.44,42.08,15.87,1638,67.25,52.11598542309489,36.23956512493407,28.731911221662084,2.87,46201,42.6,88.67,28.43,824,15.56,974,7,3,6,5,84.37033303735842,19.590782916730138,231.76052790586508,0,0,0,1,0
5.78,6.55,4.68,9.03,26.77,11.14,135,85.97,16.522997995154725,1.9826181394741567,5.99081068048129,81.97,35771,37.28,23.95,79.82,1867,35.4,148,5,1,1,0,44.55085206568877,3.6913027535342255,34.44637166902579,0,0,0,0,0
5.15,7.51,1.96,9.22,35.39,18.73,4356,85.48,28.353904725079328,103.4159336603917,17.474226627197737,12.93,22944,18.36,18.12,57.62,2003,16.62,141,7,7,8,5,111.66260627072046,25.147524099975946,342.4686297834345,0,0,0,0,0
6.86,7.4,2.01,5.13,10.88,2.25,1170,78.86,0.0,27.7118103024787,5.802115789527105,99.56,87570,56.18,73.65,94.0,1434,38.06,245,10,7,3,5,118.45460005770713,18.296242628678208,355.90629438874925,1,0,0,0,0
6.5,6.95,3.25,7.63,35.6,2.62,457,92.02,57.20846272875404,3.219768614771704,26.332104356551834,77.75,89166,72.93,11.99,48.28,1216,39.33,170,8,9,7,5,125.44523037930702,24.287743274320356,411.33096027008895,1,0,0,0,0
4.24,8.16,2.63,4.95,45.71,16.85,1436,43.96,36.31164991844797,29.93636512096972,20.389541124750117,58.84,10162,57.13,61.46,87.32,1306,32.71,426,4,3,6,7,68.5352909769267,26.675808548611645,212.1119871841409,0,1,0,0,0
4.25,7.65,1.87,8.34,13.37,16.85,3571,42.41,2.6270104930631213,80.91123404341587,44.69917292602356,17.15,53151,6.92,36.86,22.03,961,10.25,566,2,2,6,5,43.458676445037206,21.0420623132284,120.07454900839079,0,0,1,0,0
